title,price,brand,type,years,milage,location,vehicle_type,url
Mio 2011 Mesin HalusSkl Istimewa Full Ori Perfeck Body Mulus Blh tt,4500000.0,yamaha,mio,2008.0,25.000-30.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-smile-mesin-halusskl-istimewa-full-ori-stater-hdp-mulusskl-blh-tt-iid-867241118
Yamaha mio j 2012,6000000.0,yamaha,mio,2012.0,,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-j-tahun-2012-iid-867238466
Yamaha Mio Smile 2012 Lengkap Pajak Hidup Tinggal Gas,6990000.0,yamaha,mio,2010.0,50.000-55.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-2010-iid-867238422
Yamaha Mio soul GT AKS SSS tahun 2018,10250000.0,yamaha,mio,2013.0,55.000-60.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gt-2013-iid-867237898
Dijual yamaha mio J 2013 fino m3 gt soul ss lengkap pajak hidup,6600000.0,yamaha,mio,2014.0,45.000-50.000,"Sawah Besar, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-fino-2014-pjk-hidup-iid-867233808
Yamaha mio m3 125 tahun 2018,8000000.0,yamaha,mio,2015.0,50.000-55.000,"Cilincing, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/motor-mio-m3-merah-2015-komplit-iid-867230188
Yamaha Mio smile tahun 2011,6550000.0,yamaha,mio,2011.0,35.000-40.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/for-sale-mio-smile-2011-iid-867229098
Mio soul tahun 2010 mesin gres  suratlngkap hidup smpe Maret 2023,7000000.0,yamaha,mio,2010.0,55.000-60.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-2010-cakep-iid-867226128
Yamaha Mio Smile Siap Pakai,5650000.0,yamaha,mio,2011.0,80.000-85.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-fuul-orisinil-iid-867225551
Di jual Mio Smile 2011,4200000.0,yamaha,mio,2010.0,25.000-30.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/di-jual-mio-smile-iid-867223003
Velg pelek daytona mio sporty mio smile mio soul mio karburator,4000000.0,yamaha,mio,,,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/velg-pelek-daytona-mio-sporty-mio-smile-mio-soul-mio-karburator-iid-867222286
Mio GEAR 125cc th 2021 nopol T krawang Purwakarta,12999000.0,yamaha,mio,2021.0,5.000-10.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/plt-t-krawang-yamaha-mio-gear-125-th-2021-iid-867221189
Jual Yamaha Fino injeksi 2018 lengkap,8600000.0,yamaha,mio,2016.0,40.000-45.000,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-yamaha-mio-fino-injeksi-irit-bbm-gesit-lincah-iid-867217618
Mio Smile 2010 Normal,4000000.0,yamaha,mio,2010.0,90.000-95.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-cw-2010-iid-867216655
YAMAHA MIO GT 2013 KONDISI SIAP PAKAI,7800000.0,yamaha,mio,2013.0,Diler,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gt-2013-siap-pakai-iid-867214452
YAMAHA MIO GT 2013 SIAP PAKAI,7800000.0,yamaha,mio,2013.0,Diler,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gt-2013-kondisi-siap-pakai-iid-867214192
Di jual motor yamaha mio soul 2008,5500000.0,yamaha,mio,2008.0,25.000-30.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-motor-bekas-mio-yamaha-th-2008-iid-867214151
YAMAHA MIO GT 2013 KONDISI SIAP PAKAI,7800000.0,yamaha,mio,2013.0,Diler,"Kembangan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gt-2013-surat-surat-lengkap-iid-867213608
Velg racing palang 5 pnp ninja rr / ninja 250r karbu tapak lebar,2100000.0,yamaha,mio,,,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/velg-pelek-rcb-mio-karbumio-soulmio-smilefino-karbu-iid-867211001
Jual motor mio sporty 2010 warna biru,4000000.0,yamaha,mio,2010.0,30.000-35.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-sporty-2010-ss-lengkap-iid-867210798
Yamaha mio GEAR  2021,14300000.0,yamaha,mio,2021.0,10.000-15.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-murah-cuma-900-rb-yamaha-mio-gear-th-2021-iid-867210668
Dijual yamaha mio J 2012,6000000.0,yamaha,mio,2012.0,35.000-40.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-j-2012-bagus-iid-867209106
Yamaha Mio soul 2011/BPKB aja/pajak pules,2850000.0,yamaha,mio,2011.0,Individu,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-2011-second-iid-867209096
Yamaha Mio Sporty 2007,6200000.0,yamaha,mio,2005.0,30.000-35.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-sporty-iid-867203784
Mio sporty 2007 ( hitam ) modif tampilan Mio Z 2005 ( biru ),6000000.0,yamaha,mio,2007.0,40.000-45.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-sporty-modif-smile-tahun-2007-iid-867203326
Yamaha Mio smile tahun 2010,5550000.0,yamaha,mio,2010.0,,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-smile-2010-gress-iid-867201885
Mio Z 2017 Mulus &amp; Mesin Halus,7700000.0,yamaha,mio,2017.0,5.000-10.000,"Tambora, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/motor-mio-tahun-2017-iid-867189011
Yamaha mio smile 2011,3500000.0,yamaha,mio,2008.0,45.000-50.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-murah-meriah-iid-867188995
Mio smile 2009 pajak hidup plat panjang,6300000.0,yamaha,mio,2009.0,30.000-35.000,"Danau Paris, Aceh Singkil Kab., Aceh D.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-2009-iid-867187140
MOTOR MIO SPORTY 2006,5200000.0,yamaha,mio,2006.0,15.000-20.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-sporty-2006-iid-867180819
Yamaha Mio Z 2017 orisinil full injection,7900000.0,yamaha,mio,2017.0,35.000-40.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-z-2017-orisinil-full-bagus-cw-asli-iid-867178957
Jual motor Mio soul GT tahun 2016,7500000.0,yamaha,mio,2014.0,20.000-25.000,"Johar Baru, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-gt-2014-iid-867177034
MIO SOUL BIRU FULL ORI TERAWAT,5900000.0,yamaha,mio,2010.0,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-soul-original-mulus-iid-867176754
Dijual Yamaha Mio soul GT 2017,10000000.0,yamaha,mio,2015.0,45.000-50.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/harga-spesial-mio-soul-gt-edisi-terbatas-iid-867175918
Yamaha Mio soul GT AKS SSS tahun 2018,10250000.0,yamaha,mio,2015.0,0-5.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gt-2015-antik-km-low-iid-867174833
Yamaha Mio Soul Karbu 2008 Silver Perak Limited Langka,4950000.0,yamaha,mio,2008.0,10.000-15.000,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-motor-mio-soul-2008-second-iid-867173486
Dijual Yamaha Mio,6700000.0,yamaha,mio,2012.0,90.000-95.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-5tl-2012-iid-867172775
Yamaha Mio smile tahun 2013,6550000.0,yamaha,mio,2008.0,50.000-55.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-iid-867171308
Yamaha Mio Gear 125 FI 2021 Kilometer 1.800.,16000000.0,yamaha,mio,2021.0,5.000-10.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gear-super-murah-tahun-2021-iid-867166864
Yamaha Mio Smile th 2011 Ss Komplit Mulus,6350000.0,yamaha,mio,2011.0,50.000-55.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-th-2011-pajak-hidup-iid-867166077
Yamaha Mio Smile 2011,5500000.0,yamaha,mio,2011.0,55.000-60.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-cepat-yamaha-mio-2011-tangan-pertama-iid-867161474
LAGI NYARI Mio M3 th 2015/16 Kondisi ok,6500000.0,yamaha,mio,2014.0,30.000-35.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/lagi-nyari-mio-j-th-201314-yg-kondisi-ok-iid-853952302
LAGI NYARI Mio M3 CW th 2015/16 kondisi ok,7000000.0,yamaha,mio,2016.0,15.000-20.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/lagi-nyari-mio-m3-th-201516-kondisi-ok-iid-845670770
Yamaha mio soul gt 2015 kondisi lumayan,5800000.0,yamaha,mio,2015.0,40.000-45.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-motor-mio-gt-2015-iid-867161006
Yamaha Mio 2008,3600000.0,yamaha,mio,2008.0,105.000-110.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-sport-2008-iid-867157352
Yamaha Mio Istimewahh,8350000.0,yamaha,mio,2015.0,Diler,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-m3-pajak-baru-bisa-tt-iid-867154780
Yamaha mio j 2012,6000000.0,yamaha,mio,2013.0,&gt;300.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-motor-yamaha-mio-j-iid-867154749
"Yamaha Mio 2009 Pajak Panjang,Surat2 Komplit",6000000.0,yamaha,mio,2009.0,10.000-15.000,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-sporty-tahun-2009-iid-867153848
Yamaha mio sporty 2009 masih ori mesin sehat,3700000.0,yamaha,mio,2008.0,105.000-110.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-sporty-ss-komplit-iid-867153225
Yamaha mio tahun 2008,3500000.0,yamaha,mio,2008.0,30.000-35.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-tahun-2008-iid-867150314
Yamaha mio soul GT 2013,5850000.0,yamaha,mio,2013.0,40.000-45.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-soul-gt-s-2013-iid-867148067
MIO SOUL 2008 For Sale,6000000.0,yamaha,mio,2008.0,5.000-10.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-tahun-2008-iid-867147415
Yamaha Mio Smile 2009,8000000.0,yamaha,mio,2009.0,15.000-20.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-2009-iid-867145737
Yamaha mio sporty,6000000.0,yamaha,mio,2010.0,45.000-50.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-sporty-th-2010-original-istimewa-iid-867145204
Yamaha Mio smile 2009,8000000.0,yamaha,mio,2009.0,10.000-15.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-2009-iid-867144654
Yamaha Gear 125,15300000.0,yamaha,mio,2021.0,5.000-10.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gear-125cc-tahun-2021-pajak-hidup-panjang-iid-867142325
YAMAHA GEAR TAHUN 2021 PAJAK PANJANG,14950000.0,yamaha,mio,2021.0,5.000-10.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gear-tahun-2021-km-rendah-pajak-panjang-iid-867142275
Tukar tambah mio 125 thn 2016,7800000.0,yamaha,mio,2015.0,60.000-65.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/motor-yamaha-mio-m3-125-tahun-2015-iid-867142077
Yamaha Mio 2009 Smile,3800000.0,yamaha,mio,2009.0,30.000-35.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-smile-2009-lengkap-jual-cepat-iid-867141595
Mio J Tahun 2012 Surat Lengkap,6300000.0,yamaha,mio,2012.0,0-5.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-j-2012-jagakarsa-iid-867141361
Mio sporty 2008,7000000.0,yamaha,mio,2007.0,30.000-35.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-sporty-2007-hitam-modif-tampilan-mio-z-2005-biru--iid-846569662
Mio soul 2011 pjk idup,6200000.0,yamaha,mio,2012.0,55.000-60.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-j-pjk-idup-stnk-ilang-gress-istimewa-iid-867133264
Yamaha Mio Gear 125 FI 2021 Kilometer 1.800.,16000000.0,yamaha,mio,2021.0,10.000-15.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/free-service-1-th-dp-900k-yamaha-mio-gear-125-th-2021-iid-867132538
Fino 125 . Th 2020. Pajak on siap pakai,12900000.0,yamaha,mio,2020.0,Diler,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-mio-m3-125-2020-pajak-on-kondisi-terawat-siap-pakai-iid-867127471
Mio soul 2009 STNK BPKB ada,4700000.0,yamaha,mio,2009.0,30.000-35.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-2009-pajak-hidup-jual-cepat-iid-867126098
"KREDIT YAMAHA MIO GEAR 2021 DP 3,000,000 PROSES CEPAT",15450000.0,yamaha,mio,2021.0,10.000-15.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/kredit-dp-3000000-yamaha-mio-gear-2021-istimewa-iid-867124767
YAMAHA MIO 125 TH. 2018,10500000.0,yamaha,mio,2018.0,35.000-40.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-125-2018-bulan-4-mulus-pakaian-sendiri-atas-nama-sendiri-iid-867124755
PLT T krawang Yamaha Mio GEAR 125 th 2021,13300000.0,yamaha,mio,2021.0,5.000-10.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dp-kredit-3000000-yamaha-mio-gear-2021-b-bekasi-iid-867124419
"KREDIT DP 3,000,000 YAMAHA MIO GEAR 2021 ISTIMEWA",15450000.0,yamaha,mio,2021.0,10.000-15.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/kredit-yamaha-mio-gear-2021-dp-3000000-proses-cepat-iid-867124261
mio j pink tahun 2014 cek unit langsung ke jogyamotor,7950000.0,yamaha,mio,2014.0,,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-j-pink-th-2014-mesin-alus-body-mulus-iid-867122767
Yamaha Mio GT tahun 2014,7350000.0,yamaha,mio,2014.0,&gt;300.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-gt-tahun-2014-pjk-baru-telat-2022-iid-867117007
Yamaha Mio Soul GT 2013 Original,5600000.0,yamaha,mio,2013.0,&gt;300.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-gt-th-2013-b-cikarang-ya-iid-867116502
mio m3 2020 terima tuker tambah,12700000.0,yamaha,mio,2020.0,5.000-10.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-m3-2020-terima-tuker-tambah-iid-867115205
Yamaha Mio M3 Tahun 2020 Surat' Lengkap,12500000.0,yamaha,mio,2020.0,15.000-20.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-m3-2020-cash-dan-kredit-iid-867115024
yamaha mio soul gt,4400000.0,yamaha,mio,2016.0,20.000-25.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-soul-gt-2016-iid-867107658
Dijual Yamaha Mio soul GT 2017,10000000.0,yamaha,mio,2007.0,5.000-10.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-thn-2007-iid-867106898
Yamaha mio sporty cw th 2010 surat komplit pajak mati lama,3600000.0,yamaha,mio,2008.0,Individu,"Taman Sari, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-motor-mio-sporty-iid-867106067
Supra x 125 Jual Cepat,6500000.0,yamaha,mio,2016.0,15.000-20.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-125-edisi-mau-ganti-motor-iid-867104336
Jual Mio 2007 pajak pules surat² lengkap,4000000.0,yamaha,mio,2007.0,100.000-105.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-mio-tahun-2007-mulus-dan-sehat-iid-867101934
Yamaha soul mx 2008,6000000.0,yamaha,mio,2007.0,30.000-35.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-soul-iid-867101320
motor yamaha mio m3 th.2019 cash/credit,11950000.0,yamaha,mio,2019.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/segera-dijual-cash-dan-kredit-yamaha-mio-m3-2019-iid-867100308
Menjual Yamaha Mio M3 2019 cash dan kredit,12650000.0,yamaha,mio,2019.0,,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/menjual-yamaha-mio-m3-tahun-2019-cash-dan-kredit-iid-867100057
Dijual Yamaha Mio,6700000.0,yamaha,mio,2018.0,45.000-50.000,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-yamaha-mio-s-2018-iid-867099957
Yamaha Mio Z Tahun 2016 Pajak DKi,8500000.0,yamaha,mio,2017.0,Individu,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijual-cepat-motor-mio-z-tahun-2017-iid-867099087
YAMAHA MIO M3 2019,11500000.0,yamaha,mio,2019.0,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-m3-hitam-cibinong-2019-cash-kredit-iid-867098745
dijual cepat motor yamaha mio m3 th.2019 cash/credit,11950000.0,yamaha,mio,2019.0,,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/dijualnya-cash-atau-kredit-yamaha-mio-m3-2019-iid-867098420
Jual Mio M3 125 2020 Pajak On Siap Pakai Boleh TT Beat,12500000.0,yamaha,mio,2020.0,10.000-15.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-m3-2020-siap-pake-cash-dan-kredit-iid-867098318
Yamaha Mio GT 2013 jos,6800000.0,yamaha,mio,2013.0,20.000-25.000,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-gt-2013-mesin-halus-tarikan-mantap-iid-867094762
Mio GT PGM F1 Mesin HalusSkl Istimewa Full ori Perfeck Blh tt,5250000.0,yamaha,mio,2013.0,25.000-30.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-gt-pgm-f1-full-ori-plat-2023-mesin-halusskl-istimewa-perfeck-blhtt-iid-867089142
Jual cepat motor yamaha mio smel thn 2011 komplit,5750000.0,yamaha,mio,2012.0,45.000-50.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-motor-yamaha-mio-smel-thn-2012-komplit-iid-867084169
Jual motor yamaha mio smel thn 2012 komplit,5850000.0,yamaha,mio,2012.0,60.000-65.000,"Matraman, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-cepat-motor-yamaha-mio-smel-thn-2011-komplit-iid-867081041
Yamaha Mio 2009 Original,5200000.0,yamaha,mio,2009.0,20.000-25.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-yamaha-mio-tahun-2009-warna-putih-iid-867079947
Yamaha Mio Gt thun 2014,5400000.0,yamaha,mio,2014.0,80.000-85.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-j-thun-2014-iid-867070137
Yamaha mio m3 125 tahun 2018,8000000.0,yamaha,mio,2018.0,20.000-25.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-m3-type-z-2018-spesial-edition-mulus-gress-iid-867063833
Yamaha mio tahun 2006,6500000.0,yamaha,mio,2006.0,10.000-15.000,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/jual-santai-mio-2006-mulus--iid-867062517
YAMAHA MIO GEAR THN 2021,14500000.0,yamaha,mio,2021.0,5.000-10.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-gear-dp-1000an-tahun-2021-iid-867060852
Yamaha Mio s sport 2006,3750000.0,yamaha,mio,2006.0,45.000-50.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-2006-surat2-bpkb-only-iid-867060602
Yamaha mio sporty 2009 masih ori mesin sehat,3700000.0,yamaha,mio,2007.0,5.000-10.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-sporty-tahun-2007-b-dki-motor-bagus-iid-867055318
Mio soul tahun2008,3500000.0,yamaha,mio,2009.0,35.000-40.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-soul-bpkb-only-iid-867055186
Yamaha Mio smile tahun 2013,6550000.0,yamaha,mio,2010.0,45.000-50.000,"Pancoran, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-smile-tahun-2010-iid-867042959
"X RIDE 2013, PAJAK ON, FULL ORI,  ISTIMEWA TT BEAT , MIO  X-RIDE XRIDE",9400000.0,yamaha,mio,2013.0,,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/x-ride-2013-pajak-on-full-ori-antik-tt-beat-mio-x-ride-xride-iid-864405668
"X RIDE 2013, PAJAK ON, FULL ORI,  ANTIK TT BEAT , MIO  X-RIDE XRIDE",9400000.0,yamaha,mio,2013.0,,"Johar Baru, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/x-ride-2013-pajak-on-full-ori-istimewa-tt-beat-mio-x-ride-xride-iid-864405813
"X RIDE 2013, PAJAK ON, FULL ORI,  joss TT BEAT , MIO  X-RIDE XRIDE",9400000.0,yamaha,mio,2013.0,,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/x-ride-2013-pajak-on-istimewa-antik-tt-beat-mio-x-ride-xride-iid-864406408
"X RIDE 2013, PAJAK ON, FULL ORI,  GRESS,  TT BEAT , MIO  X-RIDE XRIDE",9400000.0,yamaha,mio,2013.0,,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/x-ride-2013-pajak-11-2022-full-ori-tt-beat-mio-x-ride-xride-iid-864418281
"X RIDE 2013, PAJAK 11 2022, FULL ORI,   TT BEAT , MIO  X-RIDE XRIDE",9400000.0,yamaha,mio,2013.0,,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/x-ride-2013-pajak-on-full-ori-gress-tt-beat-mio-x-ride-xride-iid-864418415
"X RIDE 2013, PAJAK ON, ISTIMEWA,  ANTIK TT BEAT , MIO  X-RIDE XRIDE",9400000.0,yamaha,mio,2013.0,,"Palmerah, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/x-ride-2013-pajak-on-full-ori-joss-tt-beat-mio-x-ride-xride-iid-864418587
HANYA BISA CASH yamaha mio soul th.2012,6950000.0,yamaha,mio,2010.0,145.000-150.000,"Kembangan, Jakarta Barat, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-soul-ss-lengkap-iid-867038912
"Yamaha mio smile 2011 plat B pajak hidup 5,3nego",5300000.0,yamaha,mio,2011.0,40.000-45.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/mio-smile-putih-2011-iid-863997027
Yamaha Mio 2009 Original,5200000.0,yamaha,mio,2009.0,30.000-35.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-2009-mulus-bening-iid-867033562
yamaha mio m3 th.2019 warna merah,11950000.0,yamaha,mio,2019.0,20.000-25.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",bike,https://www.olx.co.id/item/yamaha-mio-m3-2019-iid-867028969
