title,price,brand,type,transmission,milage,fuel,location,url
toyota avanza (2020),Rp 185.000.000,toyota,1.5 G Bensin,Manual,5.000-10.000 Km,Bensin,"Jl Moh Kahfi 1 no 46 cipedak jagakarasa jakarta selatan, Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Jagaraksa, Jagaraksa, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2020),Rp 185.000.000,toyota,1.3 G Bensin,Manual,9412 Km,Bensin,"Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Pasar Minggu, Jagaraksa, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2014),Rp 128.000.000,toyota,1.3 G Bensin,Automatic,155.000-160.000 Km,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2012),Rp 132.000.000,toyota,1.5 Veloz Bensin,Automatic,85.000-90.000 Km,Bensin,"Jl Raya Akses UI no 7 Tugu Cimanggis Depok, Cimanggis, Cimanggis, Depok, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2018),Rp 165.000.000,toyota,1.3 G Bensin,,,,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2005),Rp 76.500.000,toyota,1.3 G Bensin,Otomatis,999999 Km,Bensin,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2011),Rp 97.500.000,toyota,1.3 G Bensin,Automatic,105.000-110.000 Km,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2015),Rp 130.000.000,toyota,1.5 Veloz Bensin,,,,"Kembangan, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2005),Rp 73.500.000,toyota,1.3 E Bensin,Manual,145.000-150.000 Km,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2012),Rp 123.000.000,toyota,1.5 Veloz Bensin,Automatic,85.000-90.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2013),Rp 70.000.000,toyota,1.3 E Bensin,,,,"Kembangan, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2015),Rp 135.000.000,toyota,1.3 G Bensin,Automatic,120.000-125.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2015),Rp 125.000.000,toyota,1.3 G Bensin,Manual,170.000-175.000 Km,Bensin,"Mall Tamini Square Basement Zona D, Jl. Taman Mini I No.1, RW.2, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2012),Rp 65.000.000,toyota,1.3 E Bensin,,,,"Kembangan, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2012),Rp 114.000.000,toyota,1.3 G Bensin,Automatic,135.000-140.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866060094
toyota avanza (2017),Rp 145.000.000,toyota,1.3 G Bensin,Automatic,85.000-90.000 Km,Bensin,"Jl. Raya Puspiptek No.17, Buaran, Tanggerang Selatan, Tanggerang Selatan, BantenDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2018),Rp 175.000.000,toyota,1.5 Veloz Bensin,Otomatis,8920 Km,Bensin,"Ciracas, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2015),Rp 135.000.000,toyota,1.3 G Bensin,Automatic,120.000-125.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2018),Rp 179.000.000,toyota,1.5 Veloz Bensin,Manual,25.000-30.000 Km,Bensin,"Tanjung Priok, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2011),Rp 105.000.000,toyota,1.5 Luxury Veloz Bensin,Automatic,165.000-170.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2011),Rp 105.000.000,toyota,1.5 S Bensin,Automatic,165.000-170.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2017),Rp 153.000.000,toyota,1.3 G Bensin,Manual,31772 Km,Bensin,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2017),Rp 153.000.000,toyota,1.3 G Bensin,Manual,30.000-35.000 Km,Bensin,"Jl. Joglo Raya No.28, RT.10/RW.3, Joglo, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2015),Rp 146.000.000,toyota,1.3 E Bensin,,,,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2009),Rp 79.000.000,toyota,1.3 E Bensin,Manual,110.000-115.000 Km,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2012),Rp 132.000.000,toyota,1.5 Veloz Bensin,Otomatis,85314 Km,Bensin,"Jl Raya Akses UI no 7 Tugu Cimanggis Depok, Cimanggis, Cimanggis, Depok, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2015),Rp 134.000.000,toyota,1.5 G Bensin,,,,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
,Rp 120.000.000,toyota,1.3 E Bensin,Manual,100.000-105.000 Km,Bensin,"Makasar, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2019),Rp 186.000.000,toyota,1.5 New Veloz Bensin,,,,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2012),Rp 115.000.000,toyota,1.3 G Bensin,Manual,25.000-30.000 Km,Bensin,"Menteng, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
,,toyota,,,,,,https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2010),Rp 97.000.000,toyota,1.3 E Bensin,Otomatis,212608 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/olxautos-toyota-avanza-2010-13-e-bensin-at-abu-abu-hans-motor-iid-865630800
toyota avanza (2022),Rp 233.100.000,toyota,,Automatic,0-5.000 Km,Bensin,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2015),Rp 135.000.000,toyota,1.3 G Bensin,Automatic,120.000-125.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2013),Rp 121.000.000,toyota,1.3 G Bensin,Manual,99741 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2011),Rp 96.000.000,toyota,1.3 G Bensin,Automatic,30.000-35.000 Km,Bensin,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
,,toyota,,,,,,https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2016),Rp 149.500.000,toyota,1.5 New Veloz Bensin,,,,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2010),Rp 97.000.000,toyota,1.3 E Bensin,Otomatis,212608 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
,,toyota,,,,,,https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
,,toyota,,,,,,https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
,,toyota,,,,,,https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2007),Rp 95.000.000,toyota,1.3 G Bensin,Manual,125.000-130.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2007),Rp 95.000.000,toyota,1.3 G Bensin,Manual,125.000-130.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2020),Rp 232.500.000,toyota,1.5 Veloz Bensin,,,,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2011),Rp 97.500.000,toyota,1.3 G Bensin,Manual,150.000-155.000 Km,Bensin,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2015),Rp 157.000.000,toyota,1.3 Veloz Bensin,Manual,20.000-25.000 Km,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2014),Rp 125.000.000,toyota,1.3 G Bensin,,,,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2018),Rp 155.000.000,toyota,1.3 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2005),Rp 67.000.000,toyota,1.3 G Bensin,,,,"Matraman, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2012),Rp 115.000.000,toyota,1.3 G Bensin,Manual,70000 Km,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
,,toyota,,,,,,https://www.olx.co.id/item/velg-ze-40-17x75-h8x1001143-avanza-livina-yaris-jazz-confero-city-iid-866636163
toyota avanza (2016),Rp 145.000.000,toyota,1.3 G Bensin,Manual,55489 Km,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2021),Rp 242.000.000,toyota,1.5 G Bensin,Otomatis,10000 Km,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2016),Rp 149.000.000,toyota,1.3 G Bensin,Manual,110.000-115.000 Km,Bensin,"Jl. Inspeksi Tarum Bar. No.33, RT.3/RW.10, Cipinang Melayu, Kecamatan Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2021),Rp 311.000.000,toyota,1.5 New Veloz Q CVT TSS Bensin,Otomatis,10000 Km,Bensin,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
,,toyota,,,,,,https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2007),Rp 86.000.000,toyota,1.3 S Bensin,Manual,175.000-180.000 Km,Bensin,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2010),Rp 96.500.000,toyota,1.5 S Bensin,,,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2015),Rp 155.000.000,toyota,1.5 Veloz Bensin,,,,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2017),Rp 155.000.000,toyota,1.3 G Luxury Bensin,,,,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2012),Rp 114.000.000,toyota,1.3 G Bensin,Automatic,135.000-140.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2011),Rp 98.000.000,toyota,1.5 Veloz Bensin,Automatic,200.000-205.000 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
,,toyota,,,,,,https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2022),Rp 327.500.000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000 Km,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2022),Rp 327.500.000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000 Km,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2022),Rp 327.500.000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000 Km,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2022),Rp 327.500.000,toyota,1.5 New Veloz Q CVT TSS Bensin,Automatic,0-5.000 Km,Bensin,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2017),Rp 149.000.000,toyota,1.3 G Bensin,Manual,85.000-90.000 Km,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2014),Rp 124.000.000,toyota,1.3 G Bensin,,,,"Ciracas, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2014),Rp 124.000.000,toyota,1.3 G Bensin,,,,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
toyota avanza (2007),Rp 99.000.000,toyota,1.5 S Bensin,,,,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/avanza-siap-gas-jual-cepat-aja-iid-866618444
,,toyota,,,,,,https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2012),Rp 121.000.000,toyota,1.3 G Bensin,Manual,85.000-90.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2015),Rp 135.000.000,toyota,1.3 G Bensin,Automatic,120.000-125.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2013),Rp 123.000.000,toyota,1.5 G Bensin,Manual,105.000-110.000 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2013),Rp 139.000.000,toyota,1.5 Veloz Bensin,,,,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
,,toyota,,,,,,https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
,,toyota,,,,,,https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
mazda cx-9 (2011),Rp 125.000.000,toyota,3.7 V6 Bensin,Automatic,110.000-115.000 Km,Bensin,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
,,toyota,,,,,,https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2014),Rp 128.000.000,toyota,1.3 G Bensin,Automatic,155.000-160.000 Km,Bensin,"Jl Siliwangi No 66 Empang Bogor Selatan, Bogor Jawa Barat, RT 01/ RW 02, Nagrak, Kec. Sukaraja, Kota Bogor, Jawa Barat, 16132, Nagrak, Kec. Sukaraja, Bogor, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2011),Rp 101.000.000,toyota,1.3 G Bensin,Manual,152904 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2016),Rp 145.000.000,toyota,1.3 G Bensin,Manual,90000 Km,Bensin,"Makasar, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2012),Rp 114.000.000,toyota,1.3 G Bensin,Automatic,135.000-140.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2012),Rp 121.000.000,toyota,1.3 G Bensin,Otomatis,187243 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2010),Rp 93.000.000,toyota,1.3 G Bensin,Otomatis,126614 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2015),Rp 133.000.000,toyota,1.3 G Bensin,Manual,128266 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
toyota avanza (2011),Rp 101.000.000,toyota,1.3 G Bensin,Manual,152904 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-avanza-avansa-tipe-g-double-airbag-manual-tahun-2013-2014-iid-864757618
